recencia_dias,frequencia_pedidos,valor_total,ticket_medio,tempo_entrega_dias,atraso_medio_dias,nota_media_review,frete_pct,parcelas,categoria_principal,metodo_pagamento,churn
47,2,212.21,106.1,12.8,0.0,2.2,20.7,8,telefonia,cartao_credito,1
268,1,66.22,66.22,11.8,0.0,5.0,3.2,4,telefonia,cartao_credito,1
270,2,350.37,175.18,20.4,0.0,3.7,24.0,10,relogios_presentes,cartao_credito,1
51,1,172.85,172.85,19.5,0.3,5.0,17.4,3,telefonia,cartao_credito,0
116,1,138.42,138.42,24.9,0.6,4.8,14.3,5,telefonia,boleto,0
101,1,276.26,276.26,11.9,0.0,3.9,20.6,3,moveis_decoracao,cartao_credito,0
265,5,126.84,25.37,9.5,0.0,5.0,17.2,8,cama_mesa_banho,cartao_credito,1
293,1,412.18,412.18,6.2,0.0,4.7,12.1,10,esporte_lazer,cartao_credito,0
292,2,357.96,178.98,8.9,0.0,3.9,10.4,6,moveis_decoracao,pix,1
375,2,447.05,223.52,16.3,0.0,3.7,24.0,4,relogios_presentes,cartao_credito,1
308,2,579.52,289.76,17.2,0.4,5.0,6.1,4,relogios_presentes,cartao_credito,0
131,5,250.63,50.13,16.1,1.6,3.6,13.8,7,relogios_presentes,cartao_credito,0
47,1,183.37,183.37,8.0,0.9,3.7,6.5,7,relogios_presentes,cartao_credito,0
247,3,123.52,41.17,8.0,5.0,3.5,17.9,3,relogios_presentes,cartao_credito,1
366,3,266.05,88.68,23.7,2.5,3.3,14.4,4,moveis_decoracao,pix,1
390,3,569.81,189.94,7.0,2.3,3.4,7.5,10,brinquedos,cartao_debito,1
95,2,78.15,39.08,20.5,1.4,5.0,9.8,10,informatica,cartao_credito,0
98,3,223.68,74.56,14.4,1.8,5.0,15.3,4,esporte_lazer,cartao_credito,0
19,3,65.57,21.86,7.6,0.0,4.3,16.7,8,esporte_lazer,cartao_credito,0
60,5,63.78,12.76,4.9,0.7,3.6,3.4,1,cama_mesa_banho,cartao_credito,0
224,3,379.57,126.52,7.9,5.3,3.5,10.8,9,brinquedos,pix,0
220,2,342.58,171.29,14.5,0.3,3.7,16.0,4,brinquedos,cartao_credito,0
151,2,119.29,59.64,6.5,0.0,5.0,22.3,7,brinquedos,cartao_credito,0
127,3,87.7,29.23,21.3,2.2,4.4,20.0,7,beleza_saude,cartao_credito,0
332,4,457.81,114.45,10.8,2.7,4.8,12.3,9,informatica,cartao_credito,1
186,2,92.12,46.06,16.2,0.9,4.3,21.0,10,cama_mesa_banho,cartao_credito,1
324,4,73.75,18.44,15.7,0.0,3.2,13.1,4,cama_mesa_banho,boleto,1
385,2,94.18,47.09,21.7,3.7,4.2,2.0,6,brinquedos,boleto,1
130,3,238.53,79.51,9.4,1.1,3.0,23.6,7,telefonia,cartao_credito,1
85,2,629.06,314.53,12.6,0.0,5.0,17.7,6,moveis_decoracao,cartao_credito,0
381,1,124.8,124.8,3.6,3.5,3.4,16.1,4,moveis_decoracao,pix,1
255,3,376.6,125.53,12.6,0.0,3.5,15.0,4,moveis_decoracao,cartao_credito,1
119,2,198.97,99.48,18.8,0.8,4.9,16.8,6,relogios_presentes,cartao_credito,0
250,4,45.09,11.27,13.3,0.0,3.4,15.0,10,relogios_presentes,boleto,0
208,3,127.41,42.47,25.9,4.2,3.9,13.3,1,relogios_presentes,pix,1
362,4,344.95,86.24,15.1,1.1,1.5,11.1,3,cama_mesa_banho,cartao_credito,1
106,1,333.52,333.52,8.8,0.0,3.8,15.5,8,telefonia,pix,1
396,3,115.37,38.46,14.7,3.3,4.7,9.7,6,cama_mesa_banho,pix,1
374,3,288.86,96.29,3.2,0.0,3.5,8.1,5,informatica,cartao_credito,1
76,2,170.46,85.23,7.2,1.8,4.7,16.6,4,informatica,pix,0
70,1,232.75,232.75,4.7,0.0,4.1,20.9,10,brinquedos,cartao_credito,0
215,1,389.74,389.74,12.1,0.0,5.0,10.2,9,informatica,cartao_credito,1
22,4,118.54,29.64,11.6,0.0,3.4,11.3,9,esporte_lazer,pix,0
123,6,142.72,23.79,19.2,2.8,3.9,4.8,3,telefonia,cartao_credito,0
176,3,394.21,131.4,11.4,6.0,2.6,7.1,7,beleza_saude,cartao_credito,0
387,2,588.89,294.44,6.0,0.0,4.0,7.3,10,telefonia,boleto,1
396,3,318.7,106.23,21.4,1.6,3.7,20.8,3,moveis_decoracao,cartao_credito,1
64,2,223.63,111.82,2.0,6.0,5.0,4.6,3,esporte_lazer,cartao_credito,0
357,4,316.87,79.22,12.2,0.0,3.5,17.8,7,moveis_decoracao,pix,1
40,4,126.94,31.74,13.3,0.0,3.7,13.4,2,beleza_saude,cartao_credito,0
300,4,191.64,47.91,11.9,1.1,3.4,18.6,8,beleza_saude,cartao_credito,1
339,1,63.3,63.3,15.0,2.6,4.1,22.0,9,cama_mesa_banho,boleto,1
356,2,128.86,64.43,12.7,2.1,5.0,14.8,5,informatica,pix,0
93,3,241.97,80.66,15.0,0.0,1.0,21.8,10,cama_mesa_banho,cartao_credito,0
357,1,209.76,209.76,8.4,0.0,4.1,24.3,6,moveis_decoracao,cartao_credito,1
50,1,36.91,36.91,3.2,3.8,5.0,23.1,5,moveis_decoracao,cartao_debito,0
209,1,157.45,157.45,11.7,0.0,3.6,11.0,9,relogios_presentes,cartao_credito,1
190,1,207.04,207.04,5.8,0.0,4.6,3.2,7,brinquedos,cartao_credito,0
129,2,212.21,106.1,7.6,0.0,5.0,14.3,2,relogios_presentes,boleto,1
13,2,72.71,36.35,19.0,0.0,3.8,16.1,9,cama_mesa_banho,pix,0
309,1,292.33,292.33,21.3,4.2,3.4,3.3,5,brinquedos,pix,1
137,3,538.25,179.42,18.9,0.0,5.0,15.4,4,informatica,cartao_credito,0
266,4,314.61,78.65,17.7,4.3,4.6,2.0,9,relogios_presentes,pix,0
167,4,191.73,47.93,12.4,3.8,4.0,24.3,8,telefonia,boleto,1
152,2,464.62,232.31,18.1,1.1,4.7,17.9,4,cama_mesa_banho,pix,0
355,1,127.18,127.18,14.1,0.0,5.0,10.1,10,esporte_lazer,cartao_credito,0
42,2,268.87,134.44,23.7,0.0,4.0,15.8,9,esporte_lazer,pix,0
295,2,178.65,89.32,6.5,0.0,4.4,16.5,2,informatica,pix,0
299,2,467.79,233.9,16.0,4.8,4.6,17.9,6,informatica,pix,1
155,2,96.8,48.4,4.4,0.0,3.6,15.4,7,beleza_saude,pix,0
108,2,96.64,48.32,16.1,0.0,5.0,20.7,5,moveis_decoracao,cartao_credito,0
7,2,399.84,199.92,2.0,1.0,3.1,7.4,6,brinquedos,pix,0
375,1,256.72,256.72,4.7,0.0,4.0,14.2,10,brinquedos,boleto,1
379,2,420.08,210.04,4.3,0.4,4.9,25.7,6,relogios_presentes,boleto,1
100,1,103.2,103.2,13.5,0.0,3.0,12.9,2,telefonia,cartao_credito,1
17,3,116.43,38.81,14.1,7.2,5.0,16.4,9,brinquedos,cartao_credito,0
53,3,229.06,76.35,26.7,0.0,4.3,9.0,4,informatica,boleto,0
31,2,65.11,32.56,11.5,5.3,5.0,27.9,2,informatica,cartao_credito,0
333,2,218.93,109.46,16.6,0.0,4.7,16.7,3,esporte_lazer,pix,1
357,5,141.23,28.25,13.0,1.2,3.9,7.4,9,moveis_decoracao,boleto,0
65,2,177.96,88.98,16.1,1.8,4.3,21.5,10,cama_mesa_banho,cartao_credito,0
299,1,291.22,291.22,12.9,0.9,4.4,8.6,2,moveis_decoracao,cartao_credito,1
75,1,300.72,300.72,18.6,0.7,5.0,19.1,2,brinquedos,cartao_credito,0
150,2,521.7,260.85,5.7,2.7,4.2,21.2,10,beleza_saude,cartao_credito,0
241,1,362.65,362.65,2.0,1.5,4.0,27.2,2,beleza_saude,cartao_credito,1
289,4,45.93,11.48,14.5,0.1,3.9,16.3,6,informatica,cartao_credito,0
350,2,102.3,51.15,2.0,0.0,4.3,15.3,3,moveis_decoracao,boleto,1
22,2,108.3,54.15,19.9,0.1,3.0,2.8,2,relogios_presentes,pix,0
82,1,339.81,339.81,8.7,0.1,3.7,12.3,7,informatica,boleto,0
115,2,476.13,238.06,5.8,0.0,3.1,10.7,2,beleza_saude,boleto,1
127,1,79.49,79.49,28.2,0.7,3.2,13.9,3,cama_mesa_banho,cartao_credito,1
399,2,345.22,172.61,11.9,0.0,4.9,11.9,7,esporte_lazer,pix,0
312,3,191.97,63.99,10.7,0.0,4.1,19.7,4,brinquedos,cartao_credito,1
131,2,174.62,87.31,16.5,2.6,3.4,11.6,10,cama_mesa_banho,boleto,0
388,2,125.83,62.92,16.9,0.0,3.9,17.9,6,esporte_lazer,boleto,1
202,1,158.92,158.92,18.8,3.5,3.9,14.3,2,telefonia,cartao_credito,1
202,5,219.62,43.92,4.0,0.0,4.2,11.3,7,relogios_presentes,boleto,0
176,4,135.88,33.97,15.2,4.7,2.6,10.7,7,telefonia,cartao_debito,0
61,3,248.66,82.89,10.2,3.6,3.0,16.4,6,telefonia,boleto,0
374,1,175.12,175.12,6.5,0.0,2.7,23.2,10,relogios_presentes,cartao_credito,1
10,2,162.58,81.29,12.3,0.0,3.2,10.6,7,moveis_decoracao,cartao_credito,1
73,4,278.76,69.69,2.0,4.5,3.4,15.3,8,brinquedos,cartao_credito,0
95,2,233.22,116.61,17.5,3.7,3.1,17.9,7,relogios_presentes,cartao_credito,1
115,3,38.02,12.67,10.3,2.9,4.9,14.9,3,relogios_presentes,pix,0
57,2,255.49,127.74,9.1,3.4,5.0,4.4,9,informatica,cartao_credito,0
12,4,224.92,56.23,11.2,0.0,4.9,17.9,7,moveis_decoracao,cartao_credito,0
272,4,377.1,94.28,11.0,1.0,3.5,6.0,7,moveis_decoracao,cartao_credito,1
387,3,230.73,76.91,18.8,0.0,4.3,6.0,1,relogios_presentes,cartao_credito,1
53,4,153.06,38.26,5.4,0.0,4.0,7.2,8,relogios_presentes,cartao_credito,0
122,2,122.61,61.3,9.7,0.9,3.5,14.0,1,telefonia,cartao_credito,1
205,3,57.62,19.21,10.7,0.0,5.0,9.2,4,telefonia,cartao_credito,1
371,2,190.19,95.1,5.6,0.1,5.0,6.4,6,cama_mesa_banho,pix,1
279,3,109.14,36.38,13.0,0.0,2.6,17.3,10,moveis_decoracao,cartao_credito,1
307,1,412.63,412.63,7.7,0.0,5.0,14.8,2,moveis_decoracao,cartao_credito,1
234,1,195.57,195.57,3.6,4.7,3.5,19.5,9,relogios_presentes,boleto,1
169,3,89.31,29.77,15.2,0.9,3.8,10.6,6,cama_mesa_banho,cartao_credito,1
83,1,47.9,47.9,21.3,0.0,4.4,14.6,6,relogios_presentes,pix,0
346,2,59.79,29.9,12.3,1.0,5.0,19.8,10,telefonia,cartao_credito,1
322,2,242.16,121.08,11.4,4.3,4.4,7.1,5,beleza_saude,cartao_credito,1
14,2,442.06,221.03,11.3,2.9,4.5,11.0,2,informatica,cartao_credito,0
287,4,274.66,68.67,8.9,0.0,5.0,21.0,1,brinquedos,cartao_credito,1
38,1,177.62,177.62,19.0,0.0,5.0,15.1,4,esporte_lazer,pix,0
296,1,596.04,596.04,12.6,0.0,4.6,14.1,10,moveis_decoracao,cartao_credito,0
331,3,312.78,104.26,2.0,0.0,5.0,14.8,3,informatica,cartao_credito,1
56,2,232.09,116.04,19.2,0.0,3.5,22.3,2,cama_mesa_banho,cartao_credito,0
176,5,150.28,30.06,17.7,0.0,2.4,14.9,1,beleza_saude,cartao_credito,0
53,3,456.22,152.07,15.6,0.0,5.0,15.3,6,esporte_lazer,boleto,0
229,2,160.01,80.0,2.0,1.4,3.1,14.9,4,beleza_saude,cartao_credito,1
371,5,108.88,21.78,12.0,0.0,3.6,5.3,4,telefonia,pix,1
36,5,182.61,36.52,17.4,1.0,3.8,18.0,6,beleza_saude,cartao_credito,0
162,3,207.04,69.01,14.3,4.6,3.6,10.1,4,relogios_presentes,cartao_credito,1
389,5,329.87,65.97,13.2,5.1,3.4,7.4,1,informatica,cartao_credito,1
123,2,107.15,53.58,17.4,0.3,4.6,4.5,5,beleza_saude,cartao_credito,0
57,3,120.97,40.32,12.8,2.7,4.6,5.8,8,beleza_saude,cartao_debito,0
197,4,125.37,31.34,19.2,0.1,4.7,2.0,6,beleza_saude,boleto,0
205,3,176.33,58.78,13.0,0.0,4.7,8.8,10,telefonia,cartao_credito,0
266,5,90.61,18.12,12.5,0.0,3.7,12.4,1,informatica,cartao_credito,0
128,2,409.53,204.76,17.4,0.7,3.7,21.4,1,informatica,cartao_credito,0
382,2,60.23,30.12,9.6,3.2,5.0,15.4,2,cama_mesa_banho,cartao_credito,1
210,2,464.39,232.2,5.4,0.0,3.6,16.5,1,informatica,cartao_credito,0
118,3,309.54,103.18,12.0,0.0,3.6,22.7,7,cama_mesa_banho,boleto,0
384,2,102.7,51.35,15.5,0.0,5.0,2.0,7,beleza_saude,boleto,1
370,3,167.05,55.68,17.6,1.1,4.1,17.3,8,brinquedos,cartao_credito,1
202,1,114.17,114.17,17.6,1.2,3.6,16.9,3,brinquedos,cartao_credito,1
14,2,312.91,156.46,11.6,1.8,3.6,19.9,7,esporte_lazer,boleto,0
240,2,434.7,217.35,11.0,5.2,5.0,4.2,2,beleza_saude,boleto,1
224,2,933.35,466.68,8.4,0.0,4.7,11.6,10,brinquedos,cartao_credito,0
63,4,263.61,65.9,13.5,0.0,4.3,9.4,3,beleza_saude,pix,0
255,1,61.35,61.35,2.2,1.1,2.9,7.3,1,brinquedos,cartao_credito,1
337,3,97.36,32.45,12.1,4.1,4.3,28.9,2,brinquedos,cartao_credito,1
46,4,255.29,63.82,29.1,0.0,3.9,11.6,6,cama_mesa_banho,cartao_credito,0
290,5,171.84,34.37,3.0,1.3,3.2,20.6,8,esporte_lazer,cartao_credito,1
60,3,306.83,102.28,12.9,0.0,3.5,19.2,5,telefonia,pix,0
300,5,234.77,46.95,14.3,2.6,4.8,6.4,4,esporte_lazer,boleto,0
170,1,103.75,103.75,15.0,2.1,5.0,11.8,2,telefonia,cartao_credito,1
7,1,154.21,154.21,6.2,0.6,3.0,15.4,2,relogios_presentes,cartao_credito,0
386,2,316.21,158.1,15.1,1.7,3.2,17.4,9,cama_mesa_banho,cartao_credito,1
70,4,243.39,60.85,8.8,0.0,4.8,17.0,8,telefonia,cartao_credito,0
240,2,309.01,154.5,3.4,2.5,3.7,25.5,2,cama_mesa_banho,boleto,1
76,2,75.65,37.83,17.7,4.0,4.7,20.5,2,beleza_saude,boleto,0
373,1,108.76,108.76,16.0,0.8,3.7,18.9,6,relogios_presentes,cartao_credito,1
296,2,391.18,195.59,6.2,0.0,4.7,20.8,4,moveis_decoracao,pix,0
322,1,77.73,77.73,8.7,0.1,2.7,23.1,2,esporte_lazer,cartao_debito,1
175,4,297.49,74.37,8.5,2.5,4.6,11.3,5,informatica,cartao_credito,0
189,1,71.72,71.72,2.1,0.4,2.0,5.5,5,telefonia,cartao_credito,1
255,2,204.95,102.48,16.6,0.0,5.0,11.4,6,cama_mesa_banho,cartao_credito,0
314,3,139.54,46.51,16.8,2.9,4.1,6.8,8,beleza_saude,pix,1
339,1,102.75,102.75,10.0,0.0,4.5,9.1,3,relogios_presentes,cartao_credito,1
12,2,215.73,107.86,11.8,1.6,4.3,15.6,8,relogios_presentes,boleto,0
267,2,379.29,189.64,12.7,0.0,2.4,11.7,8,informatica,boleto,1
48,3,119.12,39.71,13.5,0.8,5.0,18.9,8,esporte_lazer,cartao_credito,0
118,1,41.95,41.95,3.9,0.3,4.4,16.8,10,cama_mesa_banho,cartao_credito,0
332,2,175.12,87.56,14.9,0.0,4.9,17.2,3,esporte_lazer,boleto,1
103,2,102.04,51.02,4.9,1.3,3.3,7.4,8,relogios_presentes,cartao_credito,1
319,2,320.35,160.18,16.1,0.0,4.3,9.7,1,beleza_saude,cartao_credito,0
187,2,139.27,69.64,5.6,0.7,2.8,3.5,4,telefonia,pix,1
96,2,122.14,61.07,4.2,0.0,4.2,18.4,8,esporte_lazer,cartao_credito,0
137,3,149.75,49.92,11.8,0.0,3.2,26.5,10,cama_mesa_banho,boleto,1
214,1,379.16,379.16,11.7,0.0,5.0,16.1,2,moveis_decoracao,cartao_credito,1
307,3,251.23,83.74,12.6,0.0,4.7,16.6,8,beleza_saude,cartao_credito,0
244,5,92.02,18.4,6.6,3.0,5.0,11.8,4,beleza_saude,cartao_credito,0
373,2,75.56,37.78,13.2,2.6,3.9,13.7,6,cama_mesa_banho,cartao_credito,1
347,2,460.33,230.16,13.8,6.0,4.5,22.6,9,relogios_presentes,cartao_credito,1
302,1,120.16,120.16,19.0,0.0,5.0,15.5,9,brinquedos,cartao_debito,1
243,3,386.3,128.77,13.1,0.0,3.0,18.8,5,beleza_saude,cartao_credito,1
119,1,170.45,170.45,8.4,0.8,3.4,22.8,9,cama_mesa_banho,cartao_credito,0
167,3,109.93,36.64,3.9,0.0,5.0,21.6,5,informatica,pix,0
51,1,115.79,115.79,2.8,0.0,3.9,15.2,3,informatica,pix,0
152,3,175.84,58.61,13.9,0.6,3.4,15.6,10,cama_mesa_banho,cartao_debito,0
370,4,40.78,10.2,16.8,2.3,3.5,12.7,4,cama_mesa_banho,cartao_credito,1
173,3,112.42,37.47,6.7,0.0,2.9,18.0,10,brinquedos,cartao_credito,1
49,6,565.81,94.3,13.5,0.0,2.1,12.5,10,relogios_presentes,boleto,0
262,2,670.98,335.49,11.0,0.0,2.4,17.1,1,informatica,pix,1
385,1,120.49,120.49,16.3,0.1,4.1,21.2,8,moveis_decoracao,cartao_credito,1
347,3,287.62,95.87,17.2,1.6,4.8,4.9,9,telefonia,cartao_debito,1
113,2,246.82,123.41,2.0,3.3,5.0,3.9,3,informatica,pix,0
184,3,82.95,27.65,18.2,0.0,4.1,14.7,5,brinquedos,cartao_credito,0
214,2,290.73,145.36,13.5,0.8,2.8,19.0,10,relogios_presentes,boleto,1
102,2,147.46,73.73,8.8,0.0,4.1,16.7,8,telefonia,cartao_credito,0
111,3,199.47,66.49,9.0,0.0,4.8,7.7,4,telefonia,cartao_credito,0
98,1,328.15,328.15,12.2,1.0,5.0,20.4,4,beleza_saude,cartao_credito,0
397,1,154.2,154.2,9.0,0.0,5.0,26.4,2,telefonia,cartao_credito,1
299,3,153.05,51.02,6.4,3.6,4.7,9.8,10,brinquedos,cartao_credito,1
337,3,270.79,90.26,7.8,1.8,4.2,10.6,9,beleza_saude,boleto,1
327,5,393.51,78.7,5.8,0.0,4.8,15.2,8,telefonia,pix,0
383,1,261.09,261.09,20.1,0.0,2.9,14.2,5,moveis_decoracao,cartao_credito,1
46,1,158.08,158.08,12.3,0.0,2.1,22.2,5,telefonia,cartao_credito,1
353,2,367.6,183.8,25.5,0.0,5.0,16.7,4,moveis_decoracao,boleto,1
31,5,240.37,48.07,14.2,0.0,4.1,13.3,4,brinquedos,cartao_credito,0
192,2,446.87,223.44,15.5,0.0,4.6,11.5,1,moveis_decoracao,cartao_credito,0
239,5,522.13,104.43,5.6,0.0,1.3,5.8,3,telefonia,cartao_credito,1
146,4,258.34,64.58,10.7,2.3,5.0,23.2,7,moveis_decoracao,boleto,0
62,1,427.18,427.18,12.4,0.0,5.0,18.8,3,beleza_saude,pix,0
80,2,435.21,217.6,8.2,1.6,2.5,14.5,2,telefonia,cartao_credito,0
330,4,182.28,45.57,9.2,0.0,3.8,15.7,5,cama_mesa_banho,boleto,1
130,2,435.13,217.56,14.5,2.0,4.4,14.4,9,relogios_presentes,boleto,0
127,3,205.58,68.53,14.6,0.0,2.8,4.4,4,moveis_decoracao,cartao_debito,0
369,1,308.65,308.65,4.0,1.2,4.6,6.5,8,brinquedos,boleto,1
61,1,192.34,192.34,13.7,0.8,5.0,13.8,7,informatica,cartao_credito,0
366,3,67.02,22.34,15.3,3.9,4.4,13.7,4,beleza_saude,cartao_credito,1
368,1,616.53,616.53,8.5,1.9,2.5,14.9,7,telefonia,cartao_credito,1
241,2,300.87,150.44,7.8,1.1,3.1,25.2,6,beleza_saude,cartao_credito,1
70,6,317.96,52.99,14.6,0.0,4.0,13.3,2,cama_mesa_banho,cartao_credito,0
66,1,218.86,218.86,2.0,0.0,3.9,10.4,5,moveis_decoracao,cartao_credito,1
117,1,433.17,433.17,12.0,0.0,3.9,15.3,3,informatica,boleto,1
233,2,179.54,89.77,21.8,0.0,3.8,6.6,6,esporte_lazer,cartao_credito,0
65,4,187.56,46.89,2.0,0.5,2.3,15.9,1,informatica,pix,0
184,3,92.81,30.94,16.9,1.1,4.9,10.7,1,informatica,cartao_credito,0
50,5,233.82,46.76,15.3,1.2,4.7,16.4,4,brinquedos,boleto,0
218,3,419.42,139.81,3.4,3.7,4.6,13.9,6,relogios_presentes,boleto,0
13,2,181.02,90.51,15.1,1.7,4.5,14.2,5,cama_mesa_banho,boleto,0
285,1,84.19,84.19,18.0,0.0,3.8,18.8,1,beleza_saude,cartao_credito,1
26,2,365.47,182.74,4.9,1.0,3.5,19.4,2,relogios_presentes,boleto,0
81,2,272.44,136.22,7.8,2.0,3.1,27.2,2,telefonia,pix,0
73,2,571.6,285.8,12.2,3.7,5.0,19.2,1,telefonia,pix,0
333,2,115.94,57.97,17.9,0.1,4.1,13.5,9,informatica,cartao_credito,1
26,2,301.59,150.79,8.8,0.1,2.4,11.2,3,moveis_decoracao,cartao_credito,0
174,2,81.67,40.84,11.7,3.2,4.1,17.1,8,beleza_saude,pix,1
238,4,195.93,48.98,8.0,0.9,2.0,23.8,5,cama_mesa_banho,cartao_credito,1
208,3,221.28,73.76,12.1,0.0,4.3,20.1,10,esporte_lazer,boleto,0
273,4,62.05,15.51,18.3,0.0,4.2,10.7,10,cama_mesa_banho,pix,0
322,2,400.28,200.14,12.6,5.1,3.6,17.7,7,beleza_saude,cartao_credito,1
160,2,333.38,166.69,9.9,0.0,3.2,16.3,10,informatica,cartao_credito,1
332,4,272.43,68.11,11.8,0.1,4.7,21.3,5,cama_mesa_banho,cartao_credito,1
130,2,85.46,42.73,7.2,2.7,4.0,16.8,4,beleza_saude,cartao_credito,0
393,4,123.85,30.96,6.0,0.0,2.2,16.6,2,cama_mesa_banho,cartao_credito,1
204,1,358.22,358.22,19.2,0.0,5.0,7.9,6,esporte_lazer,cartao_credito,1
295,2,194.65,97.32,21.8,0.0,3.2,19.8,7,esporte_lazer,cartao_credito,1
350,2,169.64,84.82,2.0,5.0,2.8,6.7,6,moveis_decoracao,cartao_credito,1
318,2,426.9,213.45,15.5,5.5,5.0,15.5,3,moveis_decoracao,cartao_credito,1
341,2,216.01,108.0,17.2,0.0,5.0,11.7,4,beleza_saude,cartao_credito,1
216,1,90.66,90.66,4.7,1.9,3.7,11.3,3,relogios_presentes,cartao_credito,1
22,2,355.41,177.7,9.2,1.3,2.8,18.5,9,relogios_presentes,cartao_debito,0
199,1,82.7,82.7,8.5,0.0,3.2,15.0,2,moveis_decoracao,cartao_credito,1
76,2,195.76,97.88,23.4,0.0,3.7,2.0,3,esporte_lazer,cartao_credito,1
356,3,236.21,78.74,21.9,6.3,5.0,13.8,4,telefonia,boleto,1
98,1,308.97,308.97,6.5,0.0,5.0,12.7,5,brinquedos,cartao_credito,0
95,2,70.11,35.06,3.2,1.0,4.3,22.5,4,esporte_lazer,cartao_debito,0
103,4,36.8,9.2,16.6,0.0,4.8,7.5,10,brinquedos,cartao_credito,0
258,4,37.66,9.41,15.3,3.0,3.9,26.5,6,relogios_presentes,cartao_credito,0
230,2,460.88,230.44,19.5,2.6,3.2,20.1,4,relogios_presentes,cartao_credito,1
379,1,62.2,62.2,5.6,0.0,2.6,13.3,4,beleza_saude,boleto,1
169,4,535.97,133.99,16.3,0.0,4.4,12.5,6,brinquedos,cartao_credito,0
116,2,379.89,189.94,7.6,0.0,5.0,11.2,4,telefonia,cartao_credito,1
24,3,102.03,34.01,15.7,1.0,3.6,16.9,9,beleza_saude,cartao_credito,0
7,5,45.0,9.0,11.8,2.3,5.0,10.3,2,telefonia,pix,0
152,2,205.76,102.88,23.4,0.0,3.7,14.3,4,moveis_decoracao,cartao_debito,0
370,2,137.4,68.7,14.7,0.0,4.2,8.5,5,telefonia,cartao_credito,1
211,3,431.38,143.79,10.1,5.3,3.9,19.3,10,esporte_lazer,cartao_credito,0
357,3,234.65,78.22,12.8,2.8,5.0,16.0,3,moveis_decoracao,boleto,0
45,1,197.26,197.26,11.4,3.9,4.6,12.2,3,beleza_saude,cartao_credito,0
41,1,170.26,170.26,5.1,0.0,4.0,13.5,4,relogios_presentes,boleto,0
334,3,308.43,102.81,23.5,1.9,4.2,10.8,7,telefonia,pix,1
47,3,185.38,61.79,21.6,1.1,2.9,16.9,10,telefonia,cartao_credito,0
25,1,603.18,603.18,10.9,0.0,1.9,7.5,1,informatica,cartao_credito,0
164,3,60.65,20.22,16.2,0.0,3.6,20.4,7,brinquedos,cartao_credito,0
370,2,158.23,79.11,24.3,0.0,3.9,16.0,6,relogios_presentes,boleto,1
277,5,280.63,56.13,19.4,0.0,4.6,12.3,4,telefonia,cartao_credito,0
44,3,257.34,85.78,10.2,0.0,3.9,18.5,2,telefonia,cartao_debito,0
335,1,602.12,602.12,11.5,0.0,3.6,17.3,7,brinquedos,cartao_credito,1
338,2,117.4,58.7,2.0,1.9,1.2,8.7,7,informatica,boleto,1
321,4,27.91,6.98,16.6,0.0,4.6,22.8,2,beleza_saude,boleto,0
361,2,361.42,180.71,19.5,0.0,4.3,2.0,7,moveis_decoracao,boleto,1
99,4,227.45,56.86,19.5,3.1,4.9,21.5,6,brinquedos,cartao_credito,0
391,1,363.45,363.45,16.2,0.0,4.1,14.0,5,beleza_saude,cartao_credito,1
131,3,249.25,83.08,14.1,1.1,5.0,20.9,6,brinquedos,cartao_credito,0
321,1,33.88,33.88,6.0,1.5,3.5,23.6,10,relogios_presentes,boleto,1
233,2,259.65,129.82,13.9,1.5,4.1,12.4,5,esporte_lazer,boleto,0
312,1,116.8,116.8,8.2,0.0,4.3,12.7,9,relogios_presentes,boleto,1
252,3,158.31,52.77,15.2,0.0,4.8,16.9,1,informatica,cartao_debito,0
258,3,181.21,60.4,7.4,4.3,4.5,8.2,8,telefonia,cartao_credito,0
248,1,82.64,82.64,15.1,0.0,4.6,13.0,8,telefonia,cartao_credito,1
312,2,114.03,57.02,19.9,0.0,4.4,12.5,8,cama_mesa_banho,cartao_credito,1
296,3,322.05,107.35,14.3,0.6,3.9,7.9,4,informatica,cartao_credito,1
58,1,321.73,321.73,14.0,0.0,5.0,12.2,1,brinquedos,cartao_credito,0
331,4,55.9,13.98,17.5,3.1,2.4,19.5,1,relogios_presentes,cartao_credito,1
216,4,229.11,57.28,22.6,0.0,3.5,19.1,4,esporte_lazer,cartao_debito,1
132,3,344.78,114.93,11.4,3.5,5.0,13.9,2,esporte_lazer,cartao_credito,0
208,3,213.95,71.32,15.1,1.6,3.4,15.4,3,moveis_decoracao,cartao_debito,0
386,1,237.9,237.9,21.1,0.0,4.0,13.2,1,esporte_lazer,cartao_credito,1
343,3,58.83,19.61,16.0,3.3,5.0,4.4,4,telefonia,cartao_credito,1
334,2,421.0,210.5,2.0,0.0,4.0,8.9,10,cama_mesa_banho,boleto,1
187,1,87.96,87.96,7.7,0.0,3.3,20.8,2,relogios_presentes,cartao_credito,0
314,3,152.75,50.92,16.5,1.8,5.0,22.2,4,cama_mesa_banho,cartao_credito,1
157,3,346.82,115.61,9.6,1.1,3.8,9.9,4,brinquedos,boleto,0
276,3,515.87,171.96,20.6,0.0,3.9,21.7,5,informatica,pix,0
257,2,161.52,80.76,23.1,0.0,2.1,7.8,6,beleza_saude,boleto,1
103,2,697.06,348.53,8.5,0.5,4.0,11.9,10,cama_mesa_banho,cartao_credito,0
110,4,219.03,54.76,5.8,0.0,4.8,14.3,2,informatica,pix,0
29,3,202.88,67.63,9.8,0.6,3.7,13.4,4,cama_mesa_banho,boleto,0
